"EXPEDIENTE"	"RUC"	"DENOMINACION"	"CIIU4"	"TIPO_COMPANIA"	"PATRIMONIO"	"FECHA_PATRIMONIO"	"COTIZA_EN_BOLSA"	"ESPUBLICA"	"CUMPLIMIENTO"	"HABILITADA"	"IMPEDIMENTO"
"86555"	"1791405269001"	"RADIORUMBA 94.5 S.A."	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86557"	"1791405250001"	"GEOANDES S.A."	"G4669.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86560"	"1791405323001"	"INFORVAT SERVICIOS CIA. LTDA."	"M6920.09"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86565"	"1791405366001"	"GUARANDA FIGUEROA REPUESTOS AUTOMOTRICES CIA. LTDA."	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86567"	"1791405390001"	"BALTICARGO S.A."	"H5120.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86574"	"1791405455001"	"AGRICOLA AGPRODUCTS S.A."	"A0150.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86578"	"1791405501001"	"MOTORCLASS IMPORTADORES S.A."	"G4530.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86579"	"1791405528001"	"FORJADOS EN FRIO ORNAMETAL CIA. LTDA."	"C2511.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86580"	"1791405536001"	"SOLUS SOLUCIONES EN SISTEMAS NAVARRETE Y ASOCIADOS CIA. LTDA."	"G4741.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86583"	"1791405552001"	"ALCONLAB ECUADOR S.A."	"G4649.24"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86586"	"1791405587001"	"CLASE CLASEMATE CIA. LTDA."	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86590"	"1791405609001"	"COMPA�IA DE TRANSPORTES AGUILAR & ANDRADE COTRAAND S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86592"	"1791405633001"	"INTERNATIONAL FLOWERSERVICES S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86595"	"1791405684001"	"HORTIFLORA ANDINA S.A."	"M7490.29"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86596"	"1791405676001"	"PINTURAS Y FERRETERIA PINTUFER CIA. LTDA."	"G4752.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86600"	"0590060852001"	"COMPA�IA DE TRANSPORTE MIXTO, TRANSPORTES SANTISIMA VIRGEN DEL QUINCHE TRANSAVIQ S.A."	"H5221.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86604"	"1791415256001"	"UNIDAD EDUCATIVA ANTONIO NEUMANE CIA. LTDA."	"P8521.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86605"	"1791415264001"	"INMOBILIARIA RIGOLETTO S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86608"	"1791415280001"	"WEAPONSEG CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86611"	"1791415310001"	"AVES DEL ORIENTE S.A. ORIAVESA"	"A0146.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86617"	"1791415388001"	"DYBIMAGEN S.A."	"G4649.21"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86620"	"1791415426001"	"COMPA�IA DE TRANSPORTES DE PASAJEROS 24 DE JUNIO S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86623"	"1791415450001"	"ALPHAESTRUCTURAS S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86624"	"1791415469001"	"INMOBILIARIAINDALO CIA. LTDA."	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86625"	"1791415477001"	"RECARMET CIA. LTDA."	"G4520.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86628"	"1791415507001"	"HOJAVERDE CIA. LTDA."	"A0119.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86630"	"1791415523001"	"VIMAGRAF C.A."	"C1812.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86634"	"1791415590001"	"DRACAENA S.A."	"N7911.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86640"	"1791415558001"	"TRANSPORTE Y TURISMO RENTRAVEL S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86641"	"1791415531001"	"DISTRIBUIDORA DE CEMENTOS PICHINCHA DICEPCOL CIA. LTDA."	"G4752.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86647"	"1791415701001"	"SERVICIOS EXEQUIALES PREVISIVOS INTEGRADOS SEPREVI CIA. LTDA."	"S9603.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86651"	"1791415752001"	"SMARTKARD S.A."	"J6209.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86652"	"1791296184001"	"COMPA�IA DE TRANSPORTE EN FURGONETAS COTRAFUR S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86658"	"1791415728001"	"ECUATECHNOLOGIES S.A."	"J6190.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86663"	"1791405838001"	"TINTUREXA CIA. LTDA."	"G4641.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86664"	"1791405846001"	"COMPANIA DE TRANSPORTE COMERCIAL ESCOLAR E INSTITUCIONAL VANSEXPRES S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86668"	"1791405889001"	"AUESPRO AUXILIO SINGULAR Y ESCOLTA DE PRODUCTOS CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86670"	"1791405927001"	"PRODUCTOS LACTEOS FRONTERA PROLAFRON CIA. LTDA."	"C1050.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86671"	"1791405919001"	"IMPORBAHIA S. A. IMPORTADORA BAHIA"	"G4719.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86680"	"1791167988001"	"AGENCIA DE VIAJES SANCHO GALLEGOS SAGATOUR CIA. LTDA."	"A0111.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86689"	"1791406109001"	"UNIAMERICANATRANS S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86697"	"1791406192001"	"COMPA�IA DE PETROLEO WESTOIL CIA. LTDA."	"M7020.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86698"	"1791406206001"	"TOURBLANCHE CIA. LTDA."	"I5610.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86700"	"1791406222001"	"FLORIMEX ECUADOR S.A."	"G4620.15"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86704"	"1791406281001"	"ADRIALPETRO PETROLEUM SERVICES S.A."	"G4659.99"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86708"	"1791406311001"	"OFFICESTORE CIA. LTDA."	"G4659.12"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86711"	"1791406370001"	"JAPON Y KOREA MOTORS JAPYKOREA CIA. LTDA."	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86712"	"1791406354001"	"VESETINC S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86719"	"1791406427001"	"TRANSPORTES ALEMAN Y TURISMO ALTRATURSA S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86727"	"1791406486001"	"LARMRELOCATION DEL ECUADOR CIA. LTDA."	"H5223.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86729"	"1791406559001"	"SUAREZ SALAS CONSTRUCTORES S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86732"	"1791406540001"	"QUALICOM S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86735"	"1791406567001"	"IMPORTACION EXPORTACION LIBRE IMPEXLIBRE S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86741"	"1791406648001"	"WILSON & WILSON CIA. LTDA."	"M7020.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86744"	"0890051340001"	"COMPA�IA DE TRANSPORTES RIVERTABIASO S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86745"	"0890051375001"	"TRANSPORTES TRANSGOMEGA S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86747"	"1791406672001"	"AMBIENTALTEC CIA. LTDA."	"G4669.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86750"	"1791406729001"	"PREFABRICADOS DE HORMIGON CENTRIFUGADO PREHORCEN CIA. LTDA."	"G4663.13"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86775"	"1791407016001"	"GASOLINERA MADRID MEJIA S.A."	"G4730.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86776"	"1791406923001"	"FLORSARIO S.A."	"G4620.15"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86778"	"1791407008001"	"SURTIVENTAS S.A."	"G4711.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86783"	"1791407040001"	"GEOCONSULT CONSULTORES EN GEOTECNIA CIA. LTDA."	"M7110.33"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86788"	"1791407083001"	"VERTIENTES TRATADAS INDUSTRIALMENTE COMERCIO AMPLIADO LATINOAMERICANO VERTICAL SUNSHINEPLUS C.L."	"E3600.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86795"	"1791334329001"	"QUIMICOLOURS S.A."	"G4669.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86799"	"1791407202001"	"PAMINCE CIA. LTDA."	"J6201.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86801"	"1791407210001"	"TRANSPORTES ALMEIDA TRANSALMEIDA CIA. LTDA."	"H4923.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86806"	"1791407261001"	"REINDAUTO REPUESTOS INDUSTRIALES Y AUTOMOTRICES CIA. LTDA."	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86808"	"1791407326001"	"COMPANIA DE TRANSPORTES, TURISMO PAULO VI COTRANSPAULO S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86813"	"1791407342001"	"COMPANIA DE CARGA LA CRUZ DEL ILALO LACRIL S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86818"	"1791407393001"	"ORBOES S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86822"	"1791407474001"	"VENYREP, VENTA Y REPRESENTACIONES CIA. LTDA."	"G4653.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86837"	"1791407598001"	"COMPANIA DE SEGURIDAD PRIVADA AMERICANA DE SEGURIDAD AMESEGUR CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86838"	"1791407571001"	"EKIPIENTSKKALA CIA. LTDA."	"G4651.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86839"	"1791407601001"	"AGROCONSORCIO ANDINO S.A. AGROCOANDISA"	"G4669.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86840"	"1791407644001"	"RACALSER Y ASOCIADOS S.A."	"D3510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86842"	"1791407636001"	"CENTISEG CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86846"	"1791407687001"	"INMOBILIARIA ECUAGUELIO CIA. LTDA."	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86850"	"1091700154001"	"COMPA�IA ANONIMA DE TRANSPORTES DE CAMIONETAS SAN MIGUEL DE URCUQUI"	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86853"	"1590017864001"	"RUTAS FRONTERIZAS RIO AMAZONAS S.A. FRONTERAMAZ"	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86854"	"1791407776001"	"MERSEGURIDAD, EL MERCADO DE LA SEGURIDAD CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86868"	"1791408047001"	"TRANSPORTE SELECTIVO EN TAXIS CONTRASELECTAX S.A."	"H4922.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86871"	"1791407881001"	"ISACNET INTEGRACION DE SISTEMAS AUTOMATIZADOS DE COMPUTACION S.A."	"G4741.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86874"	"1791407946001"	"COMPA�IA AGRICOLA PECUARIA MONCABALL CIA. LTDA."	"A0113.41"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86881"	"1791407962001"	"SUMINISTROS Y SERVICIOS SUMYCIOS CIA. LTDA."	"G4659.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86882"	"1791408039001"	"ASESORES TRIBUTARIOS LEGALES ASTRILEG CIA. LTDA."	"M6920.02"	"RESPONSABILIDAD LIMITADA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"86883"	"1791408063001"	"EMPAQUES INDUSTRIALES DE MICROCORRUGADO MICROEMPAQUES S.A."	"C1702.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86889"	"1791408160001"	"INGENIERIA Y SERVICIOS SERINGEN S.A."	"G4520.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86893"	"2190003690001"	"PIONEERTOURS CIA. LTDA"	"N7911.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86899"	"1791408276001"	"ESKELETRA EDICIONES ESKEDICIONES CIA. LTDA."	"G4761.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86900"	"1791408268001"	"QUIMICOS MEJIA MEGAQUIMIC S.A."	"G4663.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86905"	"1791408241001"	"TRANSPORTE INTERNACIONAL CONSOLIDADO Y MARITIMO DE CARGA GONDRAND S.A."	"H5120.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86912"	"1791408381001"	"MEGAFRIO S.A."	"F4322.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86916"	"1791408462001"	"ADMIX CIA. LTDA."	"C2395.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86920"	"1791408500001"	"EMERGENCY SYSTEM SYSEMER CIA. LTDA."	"N8020.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86923"	"1791408330001"	"TECNOCRETO CIA. LTDA."	"F4330.41"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86928"	"1791408608001"	"SEGURIDAD MACETOVI MALDONADO CEDILLO TORRES Y VIZCAINO CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86934"	"0890051391001"	"CAUTRAT S.A. CONSORCIO AUTOMOTRIZ DE TRANSPORTES TERRESTRES"	"C1313.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86936"	"1791408624001"	"WEBCONEXION S.A."	"J6201.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86945"	"1791408683001"	"PRIMAX COMERCIAL DEL ECUADOR SOCIEDAD ANONIMA"	"G4661.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86954"	"1791408780001"	"SOLUCIONSA S.A."	"G4653.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86957"	"1791408829001"	"TRANSPORTUR S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86958"	"1791408853001"	"DW CONSULWARE CIA. LTDA."	"J6202.10"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86960"	"1791408845001"	"RACALEC C.A."	"G4659.93"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86969"	"1791408950001"	"QUIMELIA C.A."	"G4669.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86972"	"1791408985001"	"ROMAESPO CIA. LTDA."	"F4100.20"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86974"	"1791408977001"	"ENTERPOINT S.A."	"G4659.93"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86980"	"1791409043001"	"OFICINAS PARA ESTUDIO DEL AGRO OFIAGRO CIA. LTDA."	"M7010.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86984"	"0890051421001"	"JVSEIMEC INGENIERIA CIA.LTDA."	"C3320.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86990"	"1791409167001"	"NATURAL VITALITY S.A."	"G4772.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86992"	"1791387732001"	"FLORIDA WEST INTERNATIONAL AIRWAYS INC"	"H5120.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"86999"	"1791409248001"	"QUEVEDO AEROFUMIGADORA AEROFAQ CIA. LTDA."	"H5110.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87010"	"1791409329001"	"MEQSELECTIVE CIA. LTDA."	"G4662.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87014"	"1791409426001"	"AGRICOLA DEL NOROCCIDENTE AGROCCIDENTE CIA. LTDA."	"A0161.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87023"	"1791409469001"	"HOSPIELEMA CIA. LTDA."	"G4649.24"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87024"	"1791409515001"	"GAMMAMEDICAL CIA. LTDA."	"G4649.24"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87035"	"1791409582001"	"ALCOPALMA S.A."	"C1040.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87036"	"1791409639001"	"MBASOFTWARE SOLUTIONS CIA. LTDA."	"J5820.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87037"	"1791409647001"	"EDITORA DE GARAYALDE CIA. LTDA."	"C1811.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87043"	"1791409698001"	"PUNTO CERO PCEROCIA CIA. LTDA."	"G4690.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87045"	"1791409736001"	"COMPA�IA DE TRANSPORTE ESCOLAR E INSTITUCIONAL SANTISUR S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87051"	"1791409795001"	"MUNDIAL INMOBILIARIA S.A. MUNINSA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87053"	"1791409809001"	"CONSERBEG CONSTRUCCIONES Y SERVICIOS BECERRA GUZMAN S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87055"	"1791409841001"	"MULTIGESTION ASESORES CIA. LTDA."	"M6910.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87059"	"1791409884001"	"LA ESPERANZA COMERCIALIZADORA WHOLESALEINN S.A."	"C1410.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87062"	"1791409914001"	"HONEYROSE CIA. LTDA."	"A0119.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87063"	"1791409949001"	"BIRDECUADOR INTERNACIONAL CIA. LTDA."	"N7912.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87065"	"1791409930001"	"AGRARPROJEKT S.A."	"N8129.94"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87067"	"1791409965001"	"RULITECH S.A."	"G4662.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87068"	"1791409981001"	"GENERALAIR S.A."	"H5224.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87070"	"1791410017001"	"MASGAS S.A."	"G4661.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87071"	"1791409973001"	"MRCLEAN CIA. LTDA."	"S9601.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87073"	"1791410025001"	"CONSTRUCTORA FERNANDEZ SANTAMARIA CIA. LTDA."	"F4100.10"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87076"	"1791410068001"	"PETROENERGY CIA. LTDA."	"M7120.93"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87077"	"1791410076001"	"EXCLUSIVIDAD EXCLUMILCOLOR CIA. LTDA."	"G4751.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87081"	"1791410114001"	"MILCOLORES CIA. LTDA."	"G4641.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87084"	"1791410130001"	"TECPECUADOR S.A."	"B0610.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87086"	"1791410157001"	"NIRAEMPRES S.A."	"M7020.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87087"	"1791410165001"	"GALAECO GALAPAGOS ECOLOGY S.A."	"N7911.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87091"	"0590060879001"	"CITTERTER S.A. COMPA�IA DE TRANSPORTE TERMINAL TERRESTRE S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87093"	"0890051405001"	"ALESPALMA S.A."	"C1040.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87106"	"0590060887001"	"TRANSPORTES LA MERCED DE PUJILI S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87109"	"1791410378001"	"INTERNATIONAL SECURITY SOCIETY SOCIETYSEG CIA. LTDA."	"N8010.09"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87113"	"1791410416001"	"ESTUDIO DE GRABACIONES ARREGLOS Y DIRECCION MUSICALES GIOAUDIOCORP CIA. LTDA."	"J5920.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87327"	"1791412540001"	"GRUPO TRANSBEL S.A."	"G4772.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87114"	"1090109894001"	"COMPA�IA DE TRANSPORTE RUTAS DE CHACHIMBIRO CIA. LTDA."	"H4923.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87120"	"1791410467001"	"VIVIENDA SEGURA SEGURVIVIENDA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87128"	"1791411757001"	"BUSAGUIRRE S.A."	"H4922.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87133"	"1791410599001"	"NIRAVELSA S.A."	"M7020.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87137"	"1791410645001"	"UNGERER DEL ECUADOR S.A"	"G4620.15"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87140"	"1791410653001"	"MARCSEAL S.A."	"C1079.32"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87148"	"1791410742001"	"EMPROSERVIS CIA. LTDA."	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"87149"	"0890051413001"	"AGRICOLA SAN LORENZO AGRISANLO CIA. LTDA."	"A0126.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
